orig.ident,nCount_RNA,nFeature_RNA,novelty_score,RNA_snn_res.0.8,seurat_clusters
control,4254,1092,0.8372532913321943,12,12
control,509,357,0.943086210453913,6,6
control,1546,551,0.8595081658341598,4,4
control,255,124,0.8698885238578242,9,9
control,951,443,0.8885974880207986,0,0
control,939,492,0.9055727996351018,3,3
control,2052,866,0.8868842383412858,3,3
control,1186,519,0.883244162901301,0,0
control,2553,818,0.8549192430634979,4,4
control,1259,540,0.8814100261444918,7,7
control,216,135,0.9125619933334342,3,3
control,2909,969,0.8621664930728745,9,9
control,2649,1004,0.8769096823793769,6,6
control,1037,407,0.8653136121795062,0,0
control,1304,542,0.8776101667759661,0,0
control,2001,566,0.8338716725155815,4,4
control,1155,457,0.8685208147138653,0,0
control,565,292,0.895835556020768,7,7
control,1950,757,0.8750959243883878,3,3
control,4199,599,0.7665788015413151,0,0
control,805,419,0.9024081975896832,7,7
control,932,398,0.8755536943333244,3,3
control,1163,500,0.8804109680687575,0,0
control,1416,625,0.8872814642385726,3,3
control,443,268,0.9175224361908708,6,6
control,1479,543,0.8627215415038827,0,0
control,2193,590,0.8293385132906739,4,4
control,1075,463,0.8793209567276232,8,8
control,1245,472,0.8639081404050422,0,0
control,335,159,0.8718249744264157,11,11
control,615,387,0.927869071792204,6,6
control,725,329,0.8800344197669205,0,0
control,1437,472,0.8468657514554501,0,0
control,3314,1028,0.8555941801753074,4,4
control,683,391,0.9145349361966544,3,3
control,1413,571,0.8750830808944209,3,3
control,914,502,0.9121083392316373,3,3
control,1365,651,0.8974360262978426,3,3
control,1671,604,0.862878454700816,4,4
control,2045,590,0.8369401059625459,4,4
control,1854,642,0.8590700007595472,12,12
control,2130,820,0.8754451713900934,3,3
control,522,347,0.9347452062288358,0,0
control,1515,459,0.8369394141041868,9,9
control,830,378,0.8829814476594549,0,0
control,1339,545,0.8751482347033055,3,3
control,3300,813,0.8270794418666036,4,4
control,2174,698,0.8521529083218875,4,4
control,1295,574,0.8864629668015587,3,3
control,2735,852,0.852626120381864,4,4
control,1265,498,0.8694876311885457,0,0
control,3112,1031,0.8626465830393835,9,9
control,1089,420,0.8637554195284012,0,0
control,3717,1057,0.8470341404720503,4,4
control,1601,550,0.8551897710486185,0,0
control,843,463,0.9110519752210048,3,3
control,2464,980,0.8819407293385811,7,7
control,623,385,0.9252001391093575,6,6
control,1072,495,0.8892514804510587,0,0
control,1099,393,0.8531386119888349,0,0
control,1125,492,0.8822781171909718,3,3
control,2776,1032,0.8751997050428679,13,13
control,1374,473,0.852413145295945,4,4
control,904,437,0.8932107554324373,3,3
control,1087,462,0.8776154559019047,0,0
control,661,358,0.905567585625483,3,3
control,1243,546,0.8845429570726875,0,0
control,2338,993,0.8896074729549195,0,0
control,1129,424,0.8606712322218479,9,9
control,3117,857,0.8394967875118121,9,9
control,1023,442,0.8789141450626722,7,7
control,2686,726,0.834309762879317,4,4
control,1386,505,0.86043765235656,0,0
control,931,387,0.87159138519437,9,9
control,1335,544,0.8752568539504524,0,0
control,765,397,0.901212075412963,0,0
control,2522,650,0.8269030420095504,4,4
control,3685,1129,0.855950496428327,4,4
control,779,407,0.9024937243336685,3,3
control,3741,1022,0.8422785471367623,4,4
control,686,327,0.8865516245958774,0,0
control,1110,471,0.8777462770776133,11,11
control,1194,481,0.8716741322131925,11,11
control,2279,751,0.8564201614277738,4,4
control,1676,616,0.865181029837199,0,0
control,881,511,0.9196750616527498,6,6
control,2299,754,0.8559684627970595,4,4
control,711,436,0.9255284633607254,6,6
control,875,474,0.9095074838171394,3,3
control,2415,778,0.8545818539285287,4,4
control,2475,841,0.8618627319589017,12,12
control,930,470,0.9001560407269315,3,3
control,1051,396,0.859707721384386,0,0
control,1986,645,0.8519033949685786,4,4
control,187,129,0.9290215058244821,0,0
control,808,410,0.898663289264868,3,3
control,1100,420,0.8625158149420054,0,0
control,329,176,0.8920690954736238,0,0
control,303,149,0.8757753427182472,16,16
control,967,456,0.8906482426371454,3,3
control,182,114,0.9101061418994684,0,0
control,1049,505,0.8948997993012867,0,0
control,2744,872,0.855203023686754,12,12
control,1418,541,0.867220191704778,0,0
control,995,424,0.8764245873839761,0,0
control,5849,1540,0.8461512229413511,4,4
control,1883,624,0.8535304873623049,0,0
control,742,310,0.8679481271790187,0,0
control,688,388,0.9123351683812232,3,3
control,3111,894,0.8449533365998402,12,12
control,195,127,0.9186776961874136,16,16
control,1739,718,0.8814383892482659,0,0
control,5120,1373,0.8458997512306438,14,14
control,1128,450,0.8692476506006246,0,0
control,923,402,0.8782627003699106,11,11
control,1451,543,0.8649865633653852,0,0
control,1044,507,0.8960835831605333,0,0
control,1156,543,0.8928623826146316,0,0
control,1331,484,0.8593765508785919,0,0
control,927,472,0.9012032834382423,3,3
control,1989,555,0.8319481129472928,0,0
control,1224,546,0.886459328667924,0,0
control,1218,551,0.8883554543801349,7,7
control,247,133,0.8876392131789521,0,0
control,3792,1091,0.8488227203711199,4,4
control,4501,1371,0.8586838517298837,0,0
control,699,389,0.9105186792883128,7,7
control,1357,554,0.8757988297658333,11,11
control,2979,1356,0.9016108586835893,6,6
control,1338,586,0.8853147191565289,3,3
control,1947,666,0.8583642777312631,0,0
control,1682,491,0.8342302093311031,4,4
control,3333,831,0.8287645500948476,4,4
control,977,416,0.8759818364193971,7,7
control,2887,951,0.8606346818596445,4,4
control,161,100,0.9062790235160064,0,0
control,2576,1084,0.8897911042686485,3,3
control,594,289,0.8871980203123506,7,7
control,989,467,0.8911993140665606,3,3
control,1070,550,0.9045940991960383,11,11
control,953,482,0.9006255016968275,3,3
control,650,387,0.9199398050806947,3,3
control,1494,631,0.8820794279836391,3,3
control,4800,1590,0.8696515435654458,0,0
control,1301,510,0.8694056175046816,0,0
control,2800,795,0.8413792179777598,4,4
control,1519,530,0.8562710669538454,0,0
control,1176,536,0.8888608264997381,3,3
control,510,284,0.9060959386037711,3,3
control,1133,555,0.898522070738747,0,0
control,693,345,0.8933676221871898,9,9
control,660,294,0.8754420526303246,0,0
control,1174,446,0.8630688318967277,0,0
control,2737,947,0.8659039950037913,12,12
control,4749,1350,0.8514203125901121,4,4
control,1444,569,0.8719904018168342,0,0
control,1129,515,0.8883324960284684,0,0
control,662,389,0.9181424981411924,6,6
control,4145,1347,0.8650577392203779,4,4
control,900,437,0.8937930547453768,3,3
control,137,100,0.9360138292025909,11,11
control,188,120,0.9142642612608513,16,16
control,912,460,0.899581917239187,3,3
control,543,339,0.9251864325965953,6,6
control,609,364,0.9197319108894554,0,0
control,1030,596,0.9211404575671407,3,3
control,2013,655,0.8524135800236787,6,6
control,1964,770,0.8765158556587997,7,7
control,1052,547,0.9060135889625045,0,0
control,2033,625,0.8451523311571602,4,4
control,552,259,0.8801434662362676,9,9
control,2633,822,0.8521893567860962,3,3
control,908,529,0.9206817555334966,3,3
control,4162,1118,0.8422733830010315,12,12
control,2304,795,0.8625672105164204,3,3
control,2215,649,0.8406369282783777,4,4
control,781,372,0.8886460585037628,0,0
control,1414,472,0.8487493849620855,9,9
control,950,380,0.8663609987289481,9,9
control,2714,982,0.8714186015061629,7,7
control,764,394,0.9002470260303348,3,3
control,360,222,0.9178698427695349,3,3
control,680,318,0.8834666358008255,3,3
control,2139,817,0.8744858043293822,0,0
control,1164,505,0.881713253750525,0,0
control,1530,539,0.8577247826127582,0,0
control,1289,451,0.8533635728043846,11,11
control,1150,454,0.8681209290983543,7,7
control,1242,524,0.8788702068591401,7,7
control,2297,772,0.8591130577987046,12,12
control,940,585,0.9307221224044776,6,6
control,613,309,0.8932713135080491,6,6
control,2002,662,0.8544263777960732,4,4
control,916,410,0.8821323642066969,3,3
control,4981,997,0.8110463695668894,15,15
control,2611,917,0.8669993496265505,4,4
control,1021,538,0.9075303801729707,0,0
control,1249,484,0.8670406023054722,0,0
control,638,287,0.8763062520826272,9,9
control,1208,411,0.8480808099264564,0,0
control,1220,424,0.8512830650787503,0,0
control,1700,608,0.8617698799846617,0,0
control,994,460,0.8883598876482441,6,6
control,359,206,0.9055897020388474,6,6
control,559,298,0.9005625792879094,3,3
control,2137,806,0.8728245224185827,12,12
control,1768,743,0.8840660497286333,7,7
control,638,219,0.8344362734473375,16,16
control,2369,853,0.8685412722609567,7,7
control,3948,1083,0.8438015077729418,14,14
control,880,550,0.9306771323239376,6,6
control,946,406,0.8765529093685911,11,11
control,1024,499,0.896289600533726,3,3
control,1099,539,0.8982541394202205,7,7
control,2119,612,0.837835749227798,4,4
control,3327,1092,0.8626283619652856,4,4
control,2758,742,0.8342756183474249,4,4
control,1136,399,0.8512768677377648,0,0
control,2220,862,0.8772258301013887,13,13
control,1453,615,0.8819231070172162,0,0
control,1083,503,0.8902467052128763,6,6
control,1219,577,0.8947415740715837,7,7
control,4094,1144,0.8467056613812292,4,4
control,2252,748,0.8572238555108638,9,9
control,529,320,0.9198423914305371,6,6
control,1533,734,0.8995944553893602,13,13
control,1528,645,0.8823652233492554,7,7
control,2231,592,0.8279295393452663,4,4
control,832,384,0.8850075615300359,3,3
control,2679,845,0.8538156378348026,4,4
control,903,428,0.8902982964739962,3,3
control,911,387,0.8743689463640458,11,11
control,555,292,0.8983672175713208,9,9
control,289,177,0.9134768730764395,7,7
control,1166,460,0.8682815698707311,4,4
control,554,258,0.8790271997453406,0,0
control,1592,492,0.8407285980617955,9,9
control,1376,560,0.875604373352191,0,0
control,1208,511,0.8787677094244978,7,7
control,816,431,0.9047931361241504,7,7
control,1520,619,0.8773814839915927,0,0
control,1241,612,0.9007617946516929,0,0
control,3106,1020,0.8615196498936845,4,4
control,4505,1053,0.8272251899805558,12,12
control,1134,503,0.8844223267577915,3,3
control,1434,566,0.8720968054708824,0,0
control,1877,618,0.852610031040244,9,9
control,954,423,0.8814558574286847,7,7
control,866,426,0.8951127093550965,7,7
control,2114,731,0.8613013398447898,3,3
control,1197,540,0.8876901180758886,0,0
control,3058,929,0.8515475403326185,9,9
control,731,393,0.9058894545104751,3,3
control,550,266,0.8848761683726613,9,9
control,1471,521,0.8576925287270499,0,0
control,879,388,0.8793619254180556,0,0
control,848,340,0.8644592619168675,0,0
control,2205,769,0.8631689064716017,4,4
control,2154,729,0.8588408376884679,4,4
control,3525,1030,0.8493662453963182,4,4
control,645,283,0.872658595847847,9,9
control,1110,427,0.8637599011166496,0,0
control,600,333,0.90795784900407694,0,0
control,1163,507,0.8823805645428953,11,11
control,3512,1261,0.8745360084710675,9,9
control,2398,804,0.8595815656519619,0,0
control,786,380,0.8909869131694252,0,0
control,1179,675,0.9211431080458498,13,13
control,2522,1017,0.884052414340543,6,6
control,2151,799,0.8709450831440084,0,0
control,1690,660,0.8734953217260837,13,13
control,1939,598,0.8446039440710728,4,4
control,405,215,0.8945268237225423,0,0
control,800,381,0.8890268600836112,0,0
control,2304,861,0.8728679401283265,12,12
control,957,454,0.8913567083899597,11,11
control,1783,767,0.8873150030387209,0,0
control,334,221,0.9289333554360374,3,3
control,3859,1071,0.8447820374854872,4,4
control,1221,509,0.8768924893060999,3,3
control,3682,547,0.7677854733781112,11,11
control,1930,676,0.86132927530528125,4,4
control,961,456,0.8914553906196521,0,0
control,2041,751,0.8688146032626858,4,4
control,1068,531,0.8997954129884632,3,3
control,818,370,0.8817093163468239,7,7
control,1383,580,0.87984223082210955,3,3
control,829,362,0.876704047757072,0,0
control,1517,533,0.8571957149055012,0,0
control,1754,729,0.8824603628766351,7,7
control,1448,507,0.8558070312305844,4,4
control,1174,435,0.859535680619423,4,4
control,1134,628,0.9159784214118988,3,3
control,3613,851,0.8235071092389022,4,4
control,2554,800,0.8520404394731459,12,12
control,4173,1027,0.8318225047246698,4,4
control,1096,507,0.8898607038658649,7,7
control,934,492,0.9062797090499914,3,3
control,1130,505,0.8854313533570177,3,3
control,1518,479,0.8425358491458468,9,9
control,1178,452,0.8645434141676187,0,0
control,434,207,0.8780964413025336,9,9
control,1351,662,0.9010439268956557,0,0
control,1738,661,0.8704191780506975,0,0
control,311,198,0.9213341163360426,3,3
control,574,271,0.8818582781053341,9,9
control,3883,975,0.8327849583086168,14,14
control,561,265,0.8815127727223951,0,0
control,1204,541,0.8872212443507258,7,7
control,2117,663,0.8483915664783386,0,0
control,894,364,0.8677765139833719,7,7
control,1729,648,0.8683610332683992,14,14
control,4896,1078,0.8218832260217901,4,4
control,917,529,0.9193504804556052,3,3
control,1309,385,0.8294869399763976,2,2
control,739,418,0.9137334159271885,3,3
control,1271,513,0.8730638821456461,3,3
control,804,431,0.9067969314772212,5,5
control,528,343,0.9311917033940815,3,3
control,789,426,0.9076077702421524,3,3
control,4802,1204,0.8368033756015855,12,12
control,3001,904,0.8501415866272198,12,12
control,669,327,0.8899711575706885,0,0
control,1704,661,0.8727303106416581,0,0
control,833,418,0.8974648683809544,3,3
control,1778,625,0.8602888388769245,4,4
control,1306,471,0.8578529053134841,0,0
control,1908,747,0.8758579364446082,3,3
control,1071,457,0.8779211313779985,0,0
control,1142,489,0.8795299315660425,3,3
control,1374,505,0.8614731700195596,0,0
control,1350,501,0.8624759931479342,0,0
control,888,455,0.9015058024462321,0,0
control,796,474,0.922391770864351,0,0
control,356,229,0.9248997566931647,6,6
control,794,423,0.9056906678109364,3,3
control,3668,1019,0.8439427207103463,12,12
control,1660,530,0.846020007750405,0,0
control,1185,503,0.8789250273212935,7,7
control,1281,645,0.9041078989686315,0,0
control,393,246,0.9215780035898555,7,7
control,790,423,0.9063762467120698,6,6
control,1028,473,0.8880701379161071,3,3
control,4187,1180,0.848140339615901,14,14
control,1337,541,0.8743065818530111,7,7
control,1171,444,0.8627452775491682,0,0
control,1301,460,0.8550162937068814,0,0
control,1456,542,0.8643249466076484,0,0
control,924,448,0.8939889642978223,3,3
control,1765,612,0.8583216948962378,0,0
control,210,120,0.8953423351371551,9,9
control,2798,957,0.8648226404067317,0,0
control,981,406,0.8719300253946528,0,0
control,809,355,0.8769853847485426,9,9
control,5069,1619,0.8662116493929617,13,13
control,1811,670,0.8674479873578165,9,9
control,3333,964,0.847066856157439,4,4
control,797,423,0.9051794223641683,3,3
control,1086,446,0.8726888564946165,3,3
control,782,424,0.9081154859790221,0,0
control,1426,680,0.8980347414839923,0,0
control,702,374,0.9039237099625557,3,3
control,1089,477,0.8819538328556632,0,0
control,661,299,0.8778348723980707,0,0
control,1601,762,0.8993767217605807,6,6
control,936,562,0.9254395941517408,6,6
control,1574,535,0.8534093672449399,9,9
control,3110,1026,0.8621110598470717,12,12
control,1153,549,0.8947501867341718,0,0
control,2283,984,0.8911686259629927,0,0
control,1340,489,0.859999594682559,0,0
control,792,459,0.9182701079919817,0,0
control,1766,586,0.8524501214816019,0,0
control,2576,721,0.8378717760764768,4,4
control,1388,505,0.8602661787361118,9,9
control,1180,494,0.8768979220285548,3,3
control,3500,937,0.8385108732957691,14,14
control,1001,388,0.862819065089775,0,0
control,1144,504,0.8836017333214121,0,0
control,3185,922,0.8463141031273909,10,10
control,1193,455,0.8639330611822104,0,0
control,972,454,0.889341585454047,7,7
control,2058,904,0.8921735836842627,6,6
control,694,363,0.900944302069007,6,6
control,1294,532,0.8759541141426197,3,3
control,986,487,0.8976751675402153,3,3
control,1370,558,0.8756387890259346,0,0
control,508,263,0.8943376333049542,0,0
control,1457,516,0.8574946691224341,0,0
control,1408,800,0.9220248806436742,7,7
control,920,487,0.9067885819686542,3,3
control,1946,586,0.8415255141187897,9,9
control,1539,675,0.8876975056798918,0,0
control,419,250,0.9144715067763405,0,0
control,919,397,0.8769874475997033,8,8
control,685,323,0.8848647125171024,3,3
control,935,491,0.9058405057642166,7,7
control,604,392,0.9324888968595421,6,6
control,3475,996,0.8467375327314562,4,4
control,1038,444,0.8777220651797452,11,11
control,965,590,0.9284056471032085,0,0
control,1554,535,0.8548944569900242,0,0
control,1213,545,0.8873281509683277,3,3
control,1139,440,0.8648559327909789,9,9
control,1729,651,0.868980585371533,0,0
control,683,280,0.8633714918056057,0,0
control,1368,544,0.8722971292082906,0,0
control,1191,470,0.8687173316856148,0,0
control,2030,829,0.8824060549416914,3,3
control,2316,866,0.8730300568535502,0,0
control,2567,690,0.8326472550181812,4,4
control,294,141,0.8707117860501866,9,9
control,1929,522,0.8272132967664193,4,4
control,753,322,0.871753424363902,4,4
control,1503,636,0.8824341556750305,7,7
control,2413,848,0.8657342872771222,7,7
control,3330,1007,0.8525413807798841,9,9
control,1249,448,0.8562004050498687,4,4
control,1138,471,0.8746389002611316,7,7
control,1005,524,0.9057897634725441,3,3
control,2149,755,0.8636682974382369,4,4
control,1809,664,0.8663764554395268,7,7
control,1293,490,0.86457043173072,0,0
control,625,399,0.9302877375108258,6,6
control,1053,449,0.8775216532139133,7,7
control,459,274,0.9158234822704482,3,3
control,464,262,0.9069135512885297,0,0
control,1922,613,0.8488641347632363,0,0
control,1327,530,0.8723626230129174,0,0
control,1791,605,0.8551102484516924,4,4
control,681,324,0.8861329507565282,9,9
control,1346,568,0.8802520523017472,9,9
control,1784,653,0.8657555637207068,0,0
control,426,239,0.9045368594378607,7,7
control,1033,508,0.8977351194865678,3,3
control,1335,518,0.8684517771815218,0,0
control,2586,902,0.8659619761574674,4,4
control,3769,1014,0.8405614856170928,4,4
control,908,487,0.9085364992223882,3,3
control,6407,1627,0.8436245958155162,4,4
control,1496,462,0.8392753976140919,9,9
control,843,469,0.9129631786513187,3,3
control,1367,513,0.8642593841099683,0,0
control,1503,570,0.8674568581188838,0,0
control,1017,394,0.863059268517074,0,0
control,1044,539,0.9048889634442504,3,3
control,731,381,0.9011869533810211,3,3
control,1148,417,0.8562698740116425,0,0
control,1059,504,0.8933961934841219,3,3
control,2687,834,0.8518337834141966,4,4
control,1211,569,0.8936047549130884,3,3
control,1165,453,0.8662152252126393,0,0
control,1288,544,0.8796375915579715,11,11
control,1768,590,0.8532308383000868,0,0
control,865,391,0.882588539711276,9,9
control,993,402,0.8689590103642636,9,9
control,462,221,0.8798151103192101,0,0
control,1801,642,0.8623938572316149,4,4
control,3236,997,0.8543270328993401,4,4
control,887,412,0.8870301789509725,7,7
control,1941,705,0.8662308386406699,0,0
control,1119,487,0.881495158779044,0,0
control,2360,691,0.8418476511909653,4,4
control,4080,1164,0.8491391717380934,14,14
control,2426,767,0.8522565534184556,12,12
control,1417,489,0.8533777331506942,0,0
control,882,469,0.9068753461499027,7,7
control,945,431,0.8854100647262506,3,3
control,1503,513,0.8530539366961395,7,7
control,1558,590,0.8679071161820975,7,7
control,833,376,0.8817188818522175,0,0
control,3315,1046,0.8577036808862639,4,4
control,1020,418,0.8712278575188684,0,0
control,3489,843,0.8258748338786646,4,4
control,887,355,0.86509308989514,9,9
control,2261,825,0.869467089887351,7,7
control,2362,769,0.85552531396896625,4,4
control,969,457,0.8906992003046407,0,0
control,785,378,0.8903654068954316,0,0
control,2405,690,0.8396191856744643,4,4
control,1585,623,0.8732695278342429,7,7
control,1032,518,0.9006696239766202,0,0
control,991,415,0.8738263469567047,0,0
control,1026,464,0.8855488161389332,9,9
control,709,394,0.910493974942104,3,3
control,1802,636,0.8610774764579285,0,0
control,3784,890,0.8243237264440583,14,14
control,696,303,0.8729453890195132,9,9
control,3355,1197,0.8730466792019985,13,13
control,4200,1179,0.8477235649324532,14,14
control,3431,953,0.8426416933700257,12,12
control,2126,714,0.8575939775268362,12,12
control,1299,606,0.8936486531096481,0,0
control,1656,652,0.8742450606978887,0,0
control,1070,571,0.9099659569551892,3,3
control,1151,452,0.8673874877613094,7,7
control,501,242,0.8829476464977903,6,6
control,1809,743,0.8813639167194555,6,6
control,1189,563,0.8944213789244008,3,3
control,458,335,0.9489562053813732,6,6
control,1316,585,0.8871205070394971,7,7
control,373,206,0.8997391896584988,3,3
control,1233,679,0.9161771603559286,6,6
control,1172,497,0.8785988885725021,4,4
control,842,398,0.888754085291757,0,0
control,814,470,0.9180496986994227,7,7
control,896,354,0.8633934039685468,9,9
control,1021,494,0.8952156544381744,3,3
control,1575,596,0.8680021065674647,0,0
control,1828,743,0.880137881242569,7,7
control,3862,1128,0.8509810021702084,12,12
control,875,417,0.8905944537718387,3,3
control,2714,997,0.8733360210223923,9,9
control,2928,1101,0.8774628459810618,3,3
control,926,473,0.9016555095178029,3,3
control,1208,437,0.856724235154511,0,0
control,460,278,0.9178622129428207,3,3
control,1078,471,0.881423323510355,3,3
control,1157,417,0.8553218823923064,0,0
control,1178,507,0.8807815012021234,3,3
control,4103,967,0.8262780494994714,2,2
control,1016,475,0.890185643260272,3,3
control,1143,488,0.8791298821061991,7,7
control,4107,1114,0.8431892518768561,4,4
control,1021,322,0.8334444722817516,4,4
control,2332,908,0.8783623169266827,3,3
control,735,408,0.9108159281490634,3,3
control,3209,850,0.8354563728496014,4,4
control,1157,448,0.8654879189855432,0,0
control,1097,546,0.9003311215357426,3,3
control,1538,594,0.8703559613019044,9,9
control,3316,1068,0.8602393797650999,12,12
control,965,373,0.8616804477917165,0,0
control,2034,765,0.8716310572750666,3,3
control,2032,726,0.8648738232917137,0,0
control,915,442,0.8932948693617071,0,0
control,2044,780,0.8736176699128028,0,0
control,1577,555,0.8581730517111429,11,11
control,2179,684,0.8492623264717623,4,4
control,3629,1003,0.8431125120213449,4,4
control,1132,484,0.8791684277364964,0,0
control,1265,568,0.8879006956950615,0,0
control,1132,545,0.8960491523790143,0,0
control,1187,602,0.9040953150171077,0,0
control,2684,859,0.8556953245046462,9,9
control,1429,574,0.8744480855763579,0,0
control,816,342,0.870293873281023,9,9
control,940,532,0.9168497846450381,6,6
control,1042,496,0.8931742301203208,3,3
control,1138,456,0.8700396168315077,0,0
control,4389,1251,0.850342240762912,14,14
control,3027,1199,0.884460843794633,3,3
control,1196,469,0.8679032335165716,0,0
control,1289,480,0.8620653395792413,11,11
control,1769,647,0.865498719500254,0,0
control,1019,483,0.8922179922363759,3,3
control,1794,625,0.8592601686200727,9,9
control,1505,587,0.8713159081913698,0,0
control,1538,508,0.8490432335618318,0,0
control,2054,652,0.8495584201394127,4,4
control,3783,1242,0.8648024394325966,12,12
control,1550,597,0.8701209133587697,0,0
control,1865,681,0.8662260202999145,9,9
control,1709,765,0.8920171727919033,13,13
control,2484,799,0.8549093320536371,4,4
control,720,375,0.9008511508347785,9,9
control,2465,932,0.8754646784386905,3,3
control,207,133,0.9170461293398259,3,3
control,946,452,0.8922162515735576,0,0
control,1295,499,0.8669237393889204,0,0
control,678,324,0.8867330741991333,9,9
control,5404,1539,0.8538659740211081,12,12
control,1282,650,0.9050883860197656,3,3
control,3452,1343,0.8841191148928097,17,17
control,422,244,0.9093735968319536,3,3
control,3382,1088,0.860436248462149,9,9
control,1315,515,0.8694683503075595,0,0
control,1221,515,0.8785413119572695,0,0
control,983,513,0.90562035030039445,0,0
control,702,354,0.8955380763448874,0,0
control,931,463,0.8978195245588955,3,3
control,1430,606,0.8818308386582092,4,4
control,2831,823,0.8445685456706649,4,4
control,152,116,0.9461988937399369,3,3
control,2876,880,0.851304538337049,4,4
control,1267,569,0.8879505708465479,3,3
control,1164,453,0.866320592346762,0,0
control,3408,1011,0.8506019837677855,4,4
control,908,347,0.8587747634372844,0,0
control,1847,808,0.8900783182077027,7,7
control,1542,546,0.8585696994948738,0,0
control,764,332,0.8744559298452731,9,9
control,917,476,0.9038734368734205,3,3
control,927,412,0.8813033185261171,7,7
control,944,428,0.8845272406115707,3,3
control,1578,573,0.8624335029875505,4,4
control,1339,563,0.8796614687557535,7,7
control,1249,458,0.8592965686818086,0,0
control,3548,1148,0.8619594407260799,4,4
control,971,462,0.8920142013273619,11,11
control,718,344,0.8881120175575726,4,4
control,839,393,0.8873473918649935,3,3
control,2482,968,0.8795433587300383,0,0
control,650,307,0.8841859169261886,0,0
control,947,555,0.9220330278637766,0,0
control,1793,619,0.8580365015045567,4,4
control,1710,589,0.8568260524294581,0,0
control,2514,868,0.8641776659133886,3,3
control,1169,438,0.861027973136395,7,7
control,971,462,0.8920142013273619,0,0
control,1449,586,0.8756209225778961,9,9
control,2371,880,0.8724570039589011,7,7
control,1981,756,0.8731036276395456,3,3
control,1342,606,0.8896076687912972,0,0
control,2371,853,0.8684469549353311,9,9
control,794,404,0.8988078272186544,3,3
control,1284,579,0.8887311484994931,0,0
control,2799,846,0.8492509142773383,4,4
control,3322,1552,0.9061430266095384,6,6
control,3490,1040,0.8515896144192211,9,9
control,1489,533,0.8593815643986895,0,0
control,1103,555,0.9019638039884548,6,6
control,3783,1082,0.84806206079125,14,14
control,1254,550,0.8844737011909423,0,0
control,1020,495,0.8956341970011705,7,7
control,946,441,0.8886207419083482,3,3
control,3446,1091,0.858793891989098,4,4
control,811,405,0.8963342491821829,3,3
control,1382,500,0.8594055380049243,9,9
control,834,358,0.8742683511902104,0,0
control,1525,555,0.8620987594151727,4,4
control,1074,563,0.90745777291149,3,3
control,2682,785,0.84436472712105,4,4
control,2713,897,0.8600074620019684,0,0
control,3072,892,0.8460018665843939,4,4
control,762,374,0.892752186549448,11,11
control,954,434,0.8851978212216289,3,3
control,1857,749,0.879365929379672,3,3
control,1136,529,0.8913644651035931,0,0
control,846,427,0.8985634029218867,3,3
control,796,446,0.9132761985102419,3,3
control,1173,568,0.8973870653285212,7,7
control,1820,718,0.8760926079007004,6,6
control,1929,663,0.8588213711428069,4,4
control,1809,589,0.8503967881296087,0,0
control,1629,699,0.8855999574964855,0,0
control,853,410,0.8914463639372642,0,0
control,1199,555,0.8913459413879999,7,7
control,700,324,0.882410720086831,0,0
control,3033,958,0.856253520447792,4,4
control,1285,631,0.9006486353098642,3,3
control,981,379,0.8619400086062325,0,0
control,637,375,0.9179398278294627,3,3
control,1479,607,0.8779863198329971,0,0
control,2356,756,0.8536097774494474,12,12
control,3032,1132,0.8771062463785644,7,7
control,2527,884,0.8659400828262235,0,0
control,2742,712,0.8296754018774716,4,4
control,831,466,0.9139556723512484,0,0
control,1619,640,0.8744045273656474,4,4
control,612,363,0.9185988404610563,3,3
control,856,475,0.9127766603973535,3,3
control,966,422,0.8795083981478536,3,3
control,1027,482,0.8909129268229861,3,3
control,987,481,0.8957451531086204,3,3
control,1340,492,0.8608490205301127,0,0
control,1989,730,0.8680327009128134,4,4
control,1191,463,0.8665986535754785,0,0
control,524,330,0.926151937402013,3,3
control,695,393,0.9128805144155596,6,6
control,2719,976,0.8704407765569177,7,7
control,1733,626,0.8634604094881003,0,0
control,1495,564,0.8666425391140611,0,0
control,1275,485,0.8648310837213362,0,0
control,1233,570,0.8915909984624296,3,3
control,4415,1278,0.8522880413275692,14,14
control,1764,638,0.8639525349903673,0,0
control,1051,409,0.8643503310853294,0,0
control,861,457,0.9062737117513625,3,3
control,4348,1313,0.8570688769370941,14,14
control,526,336,0.9284647237927987,6,6
control,1850,652,0.8613711888072434,0,0
control,2613,1000,0.8779273071096003,0,0
control,2683,808,0.8479828007654249,0,0
control,1047,443,0.8763080958607807,7,7
control,1176,581,0.900263659749145,11,11
control,2065,950,0.8982791605806546,17,17
control,1909,754,0.8770318661544785,7,7
control,1359,528,0.8689573009906988,0,0
control,1064,505,0.8930768116402049,3,3
control,2861,707,0.8243612592258256,4,4
control,1578,600,0.8686861482002647,7,7
control,2220,907,0.8838300411347482,13,13
control,504,290,0.9111790163301362,3,3
control,2094,848,0.8817875392608233,17,17
control,634,300,0.8840265340413413,9,9
control,1126,532,0.8932909514648809,3,3
control,3170,890,0.8424279013136775,12,12
control,1314,467,0.8559356274085229,0,0
control,1679,653,0.8728275759031916,9,9
control,908,393,0.8770511348318409,0,0
control,1022,442,0.8790381903363834,0,0
control,907,456,0.8990256597952477,3,3
control,1042,402,0.8629357863236292,9,9
control,347,222,0.9236412039205255,0,0
control,705,446,0.9301822139924083,0,0
control,210,107,0.8738984222063909,16,16
control,2074,812,0.8772154943935893,7,7
control,276,163,0.90629660099107745,9,9
